,q_date,q_year,prop_year,state,entity,utility,county_1,poi_name,region_CAISO,region_ERCOT,region_ISO-NE,region_MISO,region_NYISO,region_PJM,region_SPP,region_Southeast (non-ISO),region_West (non-ISO),total_mw,type1_Battery,type1_Biofuel,type1_Biogas,type1_Biomass,type1_Coal,type1_Diesel,type1_Flywheel,type1_Gas,type1_Geothermal,type1_Gravity Rail,type1_Hybrid,type1_Hydro,type1_Landfill,type1_Methane,type1_Nuclear,type1_Offshore Wind,type1_Oil,type1_Pumped Storage,type1_Solar,type1_Steam,type1_Waste Heat,type1_Wind,type1_Wood,ia_status_Facility Study,ia_status_Feasibility Study,ia_status_IA Executed,ia_status_Operational,ia_status_System Impact Study,ia_status_Withdrawn
16448,1/24/2011,2011.0,2011.0,PA,PJM,PECO,philadelphia,Packer 13kV,0,0,0,0,0,1,0,0,0,12.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16449,2/4/2010,2010.0,2011.0,PA,PJM,PECO,york,Cooper,0,0,0,0,0,1,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16451,11/20/2001,2001.0,2005.0,NJ,PJM,AEC,gloucester,New Freedom - Cardiff 230kV,0,0,0,0,0,1,0,0,0,500.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16452,10/29/2010,2010.0,2011.0,NJ,PJM,JCPL,warren,Alpha #2 34.5kV,0,0,0,0,0,1,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16453,9/19/2007,2007.0,2012.0,NJ,PJM,PSEG,hudson,Kearny 138kV,0,0,0,0,0,1,0,0,0,178.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16454,4/24/2006,2006.0,2011.0,PA,PJM,PENELEC,somerset,Garrett 115kV,0,0,0,0,0,1,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
16456,8/31/2010,2010.0,2012.0,PA,PJM,PENELEC,blair,Martinsburg,0,0,0,0,0,1,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16457,3/29/2019,2019.0,2022.0,NC,PJM,Dominion,perquimans,South Hertford 34 kV,0,0,0,0,0,1,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16459,3/22/2018,2018.0,2022.0,PA,PJM,ME,york,Hokes-Grantley 69 kV,0,0,0,0,0,1,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
16460,2/23/2015,2015.0,2019.0,NC,PJM,Dominion,northhampton,Carolina-Jackson 115kV,0,0,0,0,0,1,0,0,0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
16461,9/13/2021,2021.0,2022.0,NJ,PJM,AEC,atlantic,Pleasantville 12.47kV ,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16464,12/23/2014,2014.0,2023.0,IL,PJM,ComEd,lee,Nelson,0,0,0,0,0,1,0,0,0,190.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16465,2/22/2017,2017.0,2019.0,NC,PJM,Dominion,bertie,Earleys 230kV,0,0,0,0,0,1,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16466,10/31/2016,2016.0,2018.0,NJ,PJM,AEC,ocean,Cedar 12kV,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16467,1/12/2007,2007.0,2009.0,IL,PJM,ComEd,stephenson,Lancaster 138kV,0,0,0,0,0,1,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16468,1/31/2019,2019.0,2021.0,IL,PJM,ComEd,will,Braidwood-E. Frankfort,0,0,0,0,0,1,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
16470,1/31/2019,2019.0,2021.0,VA,PJM,Dominion,mecklenburg,Kerr Dam-Ridge Road 115 kV,0,0,0,0,0,1,0,0,0,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16472,3/24/2020,2020.0,2022.0,DE,PJM,DPL,sussex,Nelson 69 kV,0,0,0,0,0,1,0,0,0,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16473,9/30/2020,2020.0,2023.0,OH,PJM,ATSI,union,Kirby-Blue Jacket 138 kV,0,0,0,0,0,1,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
16474,11/22/1999,1999.0,2004.0,PA,PJM,PECO,bucks,Emilie 230kV,0,0,0,0,0,1,0,0,0,605.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16475,9/18/2019,2019.0,2021.0,PA,PJM,ATSI,lawrence,Hoytdale -McClelland 345 kV,0,0,0,0,0,1,0,0,0,202.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16476,4/29/2013,2013.0,2013.0,MD,PJM,DPL,queen anne's,Centreville 12kV,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16478,7/30/2003,2003.0,2011.0,PA,PJM,APS,allegheny,Savage 138kV,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
16479,3/26/2020,2020.0,2023.0,PA,PJM,PENELEC,crawford,Union City-Cambridge Springs 34.5 kV,0,0,0,0,0,1,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
16482,6/25/2018,2018.0,2024.0,OH,PJM,Dayton,fayette,Greenfield 69 kV,0,0,0,0,0,1,0,0,0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
16484,9/30/2020,2020.0,2023.0,IN,PJM,AEP,sullivan,Sullivan-Rockport 765 kV,0,0,0,0,0,1,0,0,0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
16485,7/31/2007,2007.0,2008.0,VA,PJM,Dominion,fauquier,Remington 230kV,0,0,0,0,0,1,0,0,0,15.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16487,2/25/2019,2019.0,2022.0,VA,PJM,Dominion,albemarle,Kidds Store-Sherwood 115 kV,0,0,0,0,0,1,0,0,0,138.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16488,9/30/2020,2020.0,2023.0,VA,PJM,Dominion,mecklenburg,Palmer Spring 115 kV,0,0,0,0,0,1,0,0,0,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16489,5/29/2008,2008.0,2010.0,PA,PJM,PENELEC,bradford,Mehoopany 115kV,0,0,0,0,0,1,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
16491,1/31/2020,2020.0,2022.0,MI,PJM,AEP,cass,Kenzie Creek-Stone Lake 69 kV,0,0,0,0,0,1,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16492,10/30/2009,2009.0,2010.0,NJ,PJM,JCPL,hunterdon,Frenchtown 12.47kV,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16493,7/31/2018,2018.0,2019.0,NC,PJM,Dominion,currituck,Shawboro-Sligo 230 kV,0,0,0,0,0,1,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16494,7/19/2011,2011.0,2013.0,NJ,PJM,JCPL,mercer,Hightstown,0,0,0,0,0,1,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16495,9/27/2019,2019.0,2022.0,OH,PJM,AEP,madison,Beatty-Greene 345 kV,0,0,0,0,0,1,0,0,0,155.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16496,10/23/2012,2012.0,2016.0,VA,PJM,Dominion,city of hopewell,Hopewell 230kV,0,0,0,0,0,1,0,0,0,30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16498,4/14/2008,2008.0,2011.0,PA,PJM,ME,lancaster,York 115kV,0,0,0,0,0,1,0,0,0,10.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16499,12/15/2017,2017.0,2020.0,VA,PJM,Dominion,accomack,Morrisville 230 kV,0,0,0,0,0,1,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16501,1/18/2013,2013.0,2015.0,IN,PJM,AEP,elkhart,Country Side 12kV,0,0,0,0,0,1,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16502,3/21/2017,2017.0,2021.0,PA,PJM,APS,armstrong,Cabot-Keystone 500kV,0,0,0,0,0,1,0,0,0,1200.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16504,8/31/2010,2010.0,2015.0,IL,PJM,ComEd,mason,Powerton 345kV,0,0,0,0,0,1,0,0,0,208.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16505,3/22/2019,2019.0,2021.0,PA,PJM,PPL,columbia,Bloomsburg-Columbia 69 kV,0,0,0,0,0,1,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
16506,3/31/2021,2021.0,2023.0,VA,PJM,PPL,city of lynchburg,West Berwick 12 kV,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16507,3/30/2012,2012.0,2015.0,WV,PJM,APS,pleasants,Belmont 138kV,0,0,0,0,0,1,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16508,8/31/2016,2016.0,2018.0,VA,PJM,Dominion,city of suffolk,King's Fork 34.5kV,0,0,0,0,0,1,0,0,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16509,3/18/2010,2010.0,2017.0,OH,PJM,AEP,hardin,Ada-Dunkirk 69kV,0,0,0,0,0,1,0,0,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
16510,10/31/2013,2013.0,2024.0,NJ,PJM,PSEG,middlesex,Metuchen 230kV,0,0,0,0,0,1,0,0,0,675.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16511,11/12/1999,1999.0,2003.0,WV,PJM,APS,tucker,Backbone Mountain 138 kV,0,0,0,0,0,1,0,0,0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
16513,9/20/2017,2017.0,2020.0,IL,PJM,ComEd,lee,Dixon-McGirr 34kV,0,0,0,0,0,1,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16514,3/29/2017,2017.0,2019.0,IL,PJM,ComEd,dekalb,Sandwich 34.5kV,0,0,0,0,0,1,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16515,9/27/2019,2019.0,2022.0,KY,PJM,EKPC,boyle,Hunt Farm 69 kV,0,0,0,0,0,1,0,0,0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16517,11/30/2015,2015.0,2020.0,NJ,PJM,PSEG,middlesex,Edison 138kV,0,0,0,0,0,1,0,0,0,105.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16520,3/10/2009,2009.0,2010.0,OH,PJM,AEP,hancock,New Liberty 138kV,0,0,0,0,0,1,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16521,9/18/2019,2019.0,2023.0,PA,PJM,PENELEC,adams,Claysburg 23 kV,0,0,0,0,0,1,0,0,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16522,3/31/2017,2017.0,2017.0,NC,PJM,Dominion,perquimans,WinFall 34.5kV,0,0,0,0,0,1,0,0,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
16523,4/30/2013,2013.0,2017.0,MD,PJM,Essential Power,cecil,Rock Springs 500kV,0,0,0,0,0,1,0,0,0,166.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16524,4/26/2013,2013.0,2015.0,IL,PJM,ComEd,grundy,Kendall II,0,0,0,0,0,1,0,0,0,20.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16525,3/31/2021,2021.0,2023.0,MI,PJM,PENELEC,cass,Bonney Forge 23 kV II,0,0,0,0,0,1,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16526,9/26/2018,2018.0,2021.0,IN,PJM,AEP,white,Reynolds 345 kV,0,0,0,0,0,1,0,0,0,500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
16527,4/29/2011,2011.0,2013.0,NJ,PJM,JCPL,sussex,Hampton #2,0,0,0,0,0,1,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16529,4/29/2016,2016.0,2017.0,NJ,PJM,JCPL,monmouth,Raceway Mall 34.5kV,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16530,10/2/2018,2018.0,2025.0,PA,PJM,APS,centre,Nittany-Zion 46 kV,0,0,0,0,0,1,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
16531,9/12/2019,2019.0,2021.0,VA,PJM,Dominion,surry,Poolesville 230 kV,0,0,0,0,0,1,0,0,0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16532,2/28/2019,2019.0,2020.0,NJ,PJM,JCPL,ocean,Cookstown-Van Hiseville Solar 34.5 kV,0,0,0,0,0,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16533,3/27/2020,2020.0,2023.0,PA,PJM,PPL,northumberland,Watson 12.47 kV,0,0,0,0,0,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16534,2/28/2013,2013.0,2018.0,PA,PJM,PECO,york,Peach Bottom 500kV,0,0,0,0,0,1,0,0,0,760.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16535,10/30/2015,2015.0,2019.0,PA,PJM,APS,greene,Whiteley 25kV,0,0,0,0,0,1,0,0,0,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16536,10/28/2016,2016.0,2017.0,KY,PJM,DEOK,boone,Erlanger 12kV,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16539,9/17/2015,2015.0,2016.0,MD,PJM,APS,garrett,Fourmile Ridge 138kV,0,0,0,0,0,1,0,0,0,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16542,2/5/2020,2020.0,2021.0,PA,PJM,PENELEC,clearfield,Shawville-Clearfield 34.5 kV II,0,0,0,0,0,1,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16543,12/24/2009,2009.0,2015.0,PA,PJM,PECO,york,Peach Bottom,0,0,0,0,0,1,0,0,0,134.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16544,5/29/2001,2001.0,2006.0,MD,PJM,APS,unknown,Kempton 500 kV,0,0,0,0,0,1,0,0,0,500.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16545,3/18/2019,2019.0,2022.0,PA,PJM,APS,butler,Saxonburg 138 kV,0,0,0,0,0,1,0,0,0,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
16546,9/18/2019,2019.0,2024.0,VA,PJM,Dominion,chesterfield,Chesterfield 230 kV,0,0,0,0,0,1,0,0,0,569.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16547,4/7/2008,2008.0,2009.0,NJ,PJM,AEC,cape may,Middle 69kV,0,0,0,0,0,1,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16549,10/12/2006,2006.0,2009.0,WV,PJM,APS,mineral,Elk Garden - Junction 138kV,0,0,0,0,0,1,0,0,0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
16550,4/30/2015,2015.0,2017.0,PA,PJM,APS,washington,Andrew Shaft-84 Junction 25kV,0,0,0,0,0,1,0,0,0,20.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16551,11/30/2011,2011.0,2017.0,PA,PJM,PPL,york,Peach Bottom-TMI #2 500kV II,0,0,0,0,0,1,0,0,0,320.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16552,7/30/2010,2010.0,2011.0,OH,PJM,AEP,mercer,Bluff Point 138kV,0,0,0,0,0,1,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16554,10/30/2015,2015.0,2020.0,PA,PJM,PENELEC,clearfield,Homer City-Mainesburg 345kV,0,0,0,0,0,1,0,0,0,989.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16555,3/20/2002,2002.0,2005.0,PA,PJM,PPL,lancaster,TMI-Peach Bottom 500kV,0,0,0,0,0,1,0,0,0,70.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16557,9/14/2020,2020.0,2023.0,OH,PJM,AEP,fairfield,West Millersport 138 kV,0,0,0,0,0,1,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16558,8/10/2010,2010.0,2010.0,VA,PJM,AEP,montgomery,Hans Meadow 12.47KV,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16560,2/3/2020,2020.0,2022.0,PA,PJM,PENELEC,blair,East Altoona-Pinecroft 12.47 kV,0,0,0,0,0,1,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16561,10/29/2010,2010.0,2012.0,NJ,PJM,JCPL,warren,Knowlton #1 12kV,0,0,0,0,0,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16562,12/28/2007,2007.0,2015.0,MD,PJM,DPL,worcester,Ocean Bay 138kV,0,0,0,0,0,1,0,0,0,600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16563,1/31/2011,2011.0,2014.0,NJ,PJM,JCPL,monmouth,Englishtown-Rt. 33 Sw Point 34.5kV,0,0,0,0,0,1,0,0,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16565,9/27/2019,2019.0,2021.0,PA,PJM,PENELEC,bedford,Curryville-Claysburg 115 kV I,0,0,0,0,0,1,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
16566,7/29/2002,2002.0,2004.0,PA,PJM,APS,franklin,Grand Point 69kV,0,0,0,0,0,1,0,0,0,23.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16567,2/28/2012,2012.0,2015.0,NJ,PJM,JCPL,sussex,Sussex 34kV,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16568,3/23/2018,2018.0,2023.0,NJ,PJM,AEC,gloucester,Williamstown 12kV,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
16569,10/29/2010,2010.0,2015.0,NJ,PJM,JCPL,sussex,Sussex-Wykertown 34.5kV,0,0,0,0,0,1,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
16570,9/17/2008,2008.0,2010.0,PA,PJM,PENELEC,somerset,Knieriem,0,0,0,0,0,1,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
16571,10/26/2010,2010.0,2013.0,OH,PJM,AEP,brown,Hillsboro-Kenton (KU) 138kV,0,0,0,0,0,1,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16572,2/27/2015,2015.0,2015.0,NJ,PJM,JCPL,warren,Hazen Switch Point-Washington 34.5kV,0,0,0,0,0,1,0,0,0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16573,3/30/2016,2016.0,2018.0,OH,PJM,AEP,van wert,Southwest Lima 345kV,0,0,0,0,0,1,0,0,0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
16574,3/1/2019,2019.0,2020.0,VA,PJM,Dominion,fauquier,Remington CT 230 kV,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16575,6/16/2006,2006.0,2009.0,PA,PJM,PENELEC,clearfield,Curwensville 34.5 kV,0,0,0,0,0,1,0,0,0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16577,7/7/2008,2008.0,2004.0,NJ,PJM,PSEG,camden,Camden,0,0,0,0,0,1,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16578,9/11/2019,2019.0,2022.0,OH,PJM,AEP,auglaize,Gristmill 345 kV,0,0,0,0,0,1,0,0,0,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16579,9/30/2020,2020.0,2022.0,PA,PJM,PENELEC,potter,Gold 115 kV IV,0,0,0,0,0,1,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
16580,9/21/2007,2007.0,2010.0,NJ,PJM,AEC,cumberland,Sherman Ave,0,0,0,0,0,1,0,0,0,12.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16582,9/24/2018,2018.0,2020.0,VA,PJM,Dominion,city of portsmouth,Gosport 34.5 kV,0,0,0,0,0,1,0,0,0,22.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16583,10/24/2013,2013.0,2019.0,PA,PJM,PENELEC,potter,Gold-Sabinsville 115kV,0,0,0,0,0,1,0,0,0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
16585,8/24/2009,2009.0,2014.0,IN,PJM,AEP,wells,Keystone 345kV,0,0,0,0,0,1,0,0,0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
16586,3/25/2019,2019.0,2023.0,NC,PJM,Dominion,currituck,Hickory-Moyock 230 kV,0,0,0,0,0,1,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
